Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon_Discount,DP_ID,CName,gender,Age,City,State,created_date,PName,Category,Brand,Price,Revenue,Discount_Amount,Final_Revenue,Month,Day,Age_Group
OR_31008394,CS_11004954,PD_21000555,2024-09-04,07:19:34,2,0,DV_61000041,Aashi Mitra,Male,68,Guwahati,Assam,2023-12-13,Quibusdam Milk,Personal Care,Dabur,166.64,333.28,0.0,333.28,September,Wednesday,Senior
OR_31008395,CS_11005404,PD_21006069,2024-12-16,07:04:48,6,10,DV_61000280,Janani Saini,Male,56,Hazaribagh,Jharkhand,2024-03-03,Ducimus Shampoo,Personal Care,Nestle,97.91,587.46,58.746,528.714,December,Monday,Senior
OR_31008396,CS_11008672,PD_21009734,2024-12-31,14:09:16,2,10,DV_61000254,Aarna Saxena,Female,21,Dhanbad,Jharkhand,2024-11-27,Excepturi Milk,Personal Care,Parle,559.73,1119.46,111.946,1007.514,December,Tuesday,Young
OR_31008397,CS_11000653,PD_21008353,2025-02-04,23:37:28,2,15,DV_61000187,Yashasvi Vala,Female,65,Jodhpur,Rajasthan,2024-06-10,Adipisci Soap,Snacks,Dabur,500.95,1001.9,150.285,851.615,February,Tuesday,Senior
OR_31008398,CS_11009214,PD_21000481,2024-04-04,04:35:08,1,20,DV_61000276,Leena Mander,Male,24,Rajkot,Gujarat,2023-03-10,Repellendus Biscuits,Personal Care,Britannia,379.13,379.13,75.82600000000001,303.304,April,Thursday,Young
OR_31008399,CS_11006969,PD_21006626,2025-02-23,18:58:27,5,15,DV_61000254,Karan Palla,Male,41,Raipur,Chhattisgarh,2024-11-02,Soluta Milk,Home Care,Haldirams,318.55,1592.75,238.9125,1353.8375,February,Sunday,Middle
OR_31008400,CS_11000460,PD_21006978,2024-03-10,20:46:12,8,15,DV_61000263,Baghyawati Divan,Male,37,Surat,Gujarat,2024-04-02,Consequuntur Shampoo,Snacks,Parle,49.21,393.68,59.052,334.628,March,Sunday,Middle
OR_31008401,CS_11004902,PD_21001536,2025-01-20,08:36:24,5,15,DV_61000275,Maanas Mistry,Female,63,Rajkot,Gujarat,2024-11-15,Doloremque Juice,Home Care,Britannia,960.59,4802.95,720.4425,4082.5075,January,Monday,Senior
OR_31008402,CS_11008939,PD_21005622,2024-06-21,19:50:51,1,10,DV_61000149,Yasti Dayal,Female,55,Thiruvananthapuram,Kerala,2023-05-06,Eos Milk,Home Care,Amul,60.43,60.43,6.042999999999999,54.387,June,Friday,Senior
OR_31008403,CS_11002677,PD_21002103,2024-04-03,19:13:56,5,15,DV_61000156,Robert Kulkarni,Male,51,Jodhpur,Rajasthan,2024-08-04,Dolorem Biscuits,Groceries,Britannia,645.53,3227.65,484.1474999999999,2743.5025,April,Wednesday,Senior
OR_31008404,CS_11005451,PD_21008814,2024-07-30,09:13:22,9,0,DV_61000087,Azad Ramanathan,Male,51,Ahmedabad,Gujarat,2023-05-22,Temporibus Juice,Personal Care,Dabur,903.51,8131.59,0.0,8131.59,July,Tuesday,Senior
OR_31008405,CS_11006618,PD_21007388,2024-06-19,04:47:03,6,10,DV_61000159,Radhika Bumb,Female,38,Dhanbad,Jharkhand,2024-12-30,Et Soap,Personal Care,Haldirams,159.1,954.5999999999999,95.46,859.1399999999999,June,Wednesday,Middle
OR_31008406,CS_11001901,PD_21003102,2024-08-12,22:57:46,4,10,DV_61000126,Aryan Mukherjee,Male,33,Gaya,Bihar,2023-12-15,Facere Biscuits,Home Care,Britannia,597.59,2390.36,239.036,2151.324,August,Monday,Adult
OR_31008407,CS_11005159,PD_21004999,2024-12-17,19:15:59,10,20,DV_61000169,Champak Chada,Male,18,Jalandhar,Punjab,2024-10-27,Excepturi Soap,Beverages,Nestle,118.78,1187.8,237.56,950.24,December,Tuesday,Teen
OR_31008408,CS_11003745,PD_21008018,2024-10-26,02:24:42,6,0,DV_61000191,Abdul Narang,Male,33,Muzaffarpur,Bihar,2023-04-25,Sit Shampoo,Beverages,Dabur,25.67,154.02,0.0,154.02,October,Saturday,Adult
OR_31008409,CS_11003290,PD_21005332,2025-01-12,01:09:09,10,10,DV_61000235,Yahvi Dutta,Male,54,Howrah,West Bengal,2024-08-19,Eaque Soap,Dairy,Britannia,387.55,3875.5,387.55,3487.95,January,Sunday,Senior
OR_31008410,CS_11004926,PD_21004864,2024-05-03,08:06:00,10,15,DV_61000003,Qabil Banik,Female,52,Tirupati,Andhra Pradesh,2023-09-06,Rerum Milk,Personal Care,Amul,486.18,4861.8,729.27,4132.530000000001,May,Friday,Senior
OR_31008411,CS_11008969,PD_21006059,2024-05-21,05:53:50,4,20,DV_61000045,Raghav Kalla,Female,30,Madurai,Tamil Nadu,2024-05-14,Doloremque Soap,Home Care,Parle,676.06,2704.24,540.848,2163.392,May,Tuesday,Adult
OR_31008412,CS_11001127,PD_21003947,2024-10-10,14:20:57,7,20,DV_61000297,Aayush Mann,Female,26,Ranchi,Jharkhand,2023-12-29,Doloribus Soap,Beverages,Amul,678.66,4750.62,950.1239999999999,3800.496,October,Thursday,Adult
OR_31008413,CS_11008613,PD_21004242,2024-10-20,17:53:52,7,0,DV_61000207,Jeremiah Deshmukh,Male,27,Nagpur,Maharashtra,2024-04-27,Libero Juice,Personal Care,Britannia,711.61,4981.27,0.0,4981.27,October,Sunday,Adult
OR_31008414,CS_11002912,PD_21005125,2024-03-19,20:42:19,2,10,DV_61000102,Faras Chatterjee,Male,65,Vadodara,Gujarat,2023-08-09,Repellendus Milk,Beverages,Parle,215.89,431.78,43.17799999999999,388.602,March,Tuesday,Senior
OR_31008415,CS_11001356,PD_21007608,2024-11-28,18:27:07,6,10,DV_61000018,Yauvani Barad,Female,39,Howrah,West Bengal,2023-06-20,Error Soap,Snacks,Britannia,958.69,5752.14,575.214,5176.926,November,Thursday,Middle
OR_31008416,CS_11007142,PD_21006996,2024-06-15,07:07:00,1,20,DV_61000162,Veer Rana,Female,20,Bilaspur,Chhattisgarh,2024-06-27,Consectetur Juice,Dairy,Haldirams,353.58,353.58,70.716,282.864,June,Saturday,Young
OR_31008417,CS_11004408,PD_21001692,2024-05-02,02:55:50,10,10,DV_61000239,Zilmil Sodhi,Male,63,Ambala,Haryana,2024-07-13,Ex Milk,Personal Care,Dabur,943.65,9436.5,943.65,8492.85,May,Thursday,Senior
OR_31008418,CS_11007516,PD_21002888,2025-01-23,13:58:48,8,15,DV_61000264,Utkarsh Desai,Male,23,Agra,Uttar Pradesh,2024-10-02,Possimus Biscuits,Snacks,Parle,729.52,5836.16,875.424,4960.736,January,Thursday,Young
OR_31008419,CS_11006173,PD_21008286,2024-07-26,03:00:40,6,20,DV_61000262,Tripti Naidu,Male,53,Bokaro,Jharkhand,2023-12-16,Molestiae Milk,Home Care,Haldirams,262.51,1575.06,315.0119999999999,1260.048,July,Friday,Senior
OR_31008420,CS_11008917,PD_21000166,2024-10-29,10:57:41,8,20,DV_61000139,Abhiram Varughese,Female,40,Nagpur,Maharashtra,2024-10-18,Maxime Shampoo,Home Care,Dabur,742.94,5943.52,1188.704,4754.816000000001,October,Tuesday,Middle
OR_31008421,CS_11002659,PD_21008627,2024-06-08,00:14:47,10,15,DV_61000052,Daniel Bassi,Female,67,Mangalore,Karnataka,2024-12-07,Praesentium Shampoo,Beverages,Parle,688.49,6884.9,1032.735,5852.165,June,Saturday,Senior
OR_31008422,CS_11003409,PD_21003168,2024-10-19,03:31:54,9,20,DV_61000058,Amruta Krishnan,Male,41,Rourkela,Odisha,2024-09-12,Aut Biscuits,Snacks,Amul,25.68,231.12,46.224,184.896,October,Saturday,Middle
OR_31008423,CS_11007565,PD_21007315,2024-11-25,20:51:32,4,20,DV_61000263,Rushil Butala,Female,47,Cuttack,Odisha,2024-04-23,Voluptatibus Milk,Personal Care,Haldirams,248.65,994.6,198.92,795.6800000000001,November,Monday,Middle
OR_31008424,CS_11005330,PD_21009874,2024-06-13,01:53:23,7,10,DV_61000272,Anusha Bal,Male,70,Faridabad,Haryana,2024-02-23,Fugit Soap,Home Care,Britannia,568.96,3982.72,398.272,3584.448,June,Thursday,Senior
OR_31008425,CS_11002951,PD_21008287,2024-09-24,20:40:33,6,10,DV_61000221,Henry Kulkarni,Female,69,Ambala,Haryana,2024-10-31,Vel Shampoo,Home Care,Dabur,694.84,4169.04,416.904,3752.136,September,Tuesday,Senior
OR_31008426,CS_11000212,PD_21005291,2024-03-25,16:22:24,9,0,DV_61000199,Pallavi Kala,Female,63,Guntur,Andhra Pradesh,2024-11-23,Cumque Juice,Beverages,Haldirams,349.55,3145.95,0.0,3145.95,March,Monday,Senior
OR_31008427,CS_11009882,PD_21008628,2024-04-23,17:07:01,1,15,DV_61000207,Qasim Taneja,Male,48,Gaya,Bihar,2023-04-03,Aut Soap,Beverages,Britannia,241.77,241.77,36.2655,205.5045,April,Tuesday,Middle
OR_31008428,CS_11008278,PD_21005536,2024-09-03,03:00:35,3,20,DV_61000282,Gabriel Wagle,Female,30,Nashik,Maharashtra,2025-03-03,Sed Soap,Dairy,Haldirams,606.61,1819.83,363.966,1455.864,September,Tuesday,Adult
OR_31008429,CS_11000315,PD_21004781,2024-03-09,04:20:29,3,15,DV_61000217,Veer Ranganathan,Female,58,Karimnagar,Telangana,2023-10-23,Necessitatibus Shampoo,Groceries,Dabur,45.0,135.0,20.25,114.75,March,Saturday,Senior
OR_31008430,CS_11009990,PD_21002165,2024-05-04,04:45:47,2,20,DV_61000031,Hitesh Dhawan,Male,34,Aurangabad,Maharashtra,2023-06-15,Itaque Juice,Dairy,Haldirams,867.2,1734.4,346.88,1387.52,May,Saturday,Adult
OR_31008431,CS_11009298,PD_21002196,2024-04-19,14:07:40,9,0,DV_61000011,Bhavika Sagar,Female,64,Tezpur,Assam,2023-09-05,Hic Shampoo,Personal Care,Haldirams,772.0,6948.0,0.0,6948.0,April,Friday,Senior
OR_31008432,CS_11008243,PD_21000349,2024-10-29,06:41:30,4,20,DV_61000065,Omaja Wali,Male,20,Hubli,Karnataka,2023-04-25,Pariatur Biscuits,Snacks,Amul,643.32,2573.28,514.6560000000001,2058.624,October,Tuesday,Young
OR_31008433,CS_11006050,PD_21006015,2025-01-16,18:28:13,1,10,DV_61000078,Yadavi Krishnamurthy,Male,33,Rourkela,Odisha,2023-04-14,Assumenda Shampoo,Dairy,Britannia,727.35,727.35,72.735,654.615,January,Thursday,Adult
OR_31008434,CS_11007519,PD_21001719,2024-04-15,03:07:51,1,15,DV_61000220,Falan Hari,Male,47,Faridabad,Haryana,2023-05-22,Numquam Shampoo,Groceries,Dabur,371.61,371.61,55.7415,315.8685,April,Monday,Middle
OR_31008435,CS_11003770,PD_21006192,2024-09-07,08:00:22,1,15,DV_61000163,Yahvi Shetty,Female,50,Faridabad,Haryana,2024-02-02,Dolore Biscuits,Home Care,Nestle,138.93,138.93,20.8395,118.0905,September,Saturday,Middle
OR_31008436,CS_11009560,PD_21001913,2024-03-13,18:33:35,8,0,DV_61000132,Owen Vora,Male,28,Madurai,Tamil Nadu,2025-01-03,Occaecati Juice,Groceries,Britannia,85.79,686.32,0.0,686.32,March,Wednesday,Adult
OR_31008437,CS_11007403,PD_21000339,2024-10-19,00:00:17,8,0,DV_61000235,Falan Rastogi,Male,58,Karimnagar,Telangana,2023-08-24,Aliquid Juice,Snacks,Dabur,949.96,7599.68,0.0,7599.68,October,Saturday,Senior
OR_31008438,CS_11006159,PD_21006328,2025-03-06,17:07:03,3,0,DV_61000219,Chanakya Dyal,Female,25,Guwahati,Assam,2023-07-19,Reprehenderit Biscuits,Home Care,Parle,197.55,592.6500000000001,0.0,592.6500000000001,March,Thursday,Young
OR_31008439,CS_11000740,PD_21000094,2024-11-24,23:48:00,6,20,DV_61000056,Rehaan Dash,Male,20,Durg,Chhattisgarh,2024-01-19,Esse Shampoo,Beverages,Britannia,229.51,1377.06,275.412,1101.648,November,Sunday,Young
OR_31008440,CS_11009336,PD_21008609,2025-03-04,01:14:14,6,0,DV_61000016,Yamini Chad,Female,37,Kollam,Kerala,2023-09-09,Debitis Shampoo,Groceries,Haldirams,887.88,5327.28,0.0,5327.28,March,Tuesday,Middle
OR_31008441,CS_11002482,PD_21003042,2024-03-25,08:46:15,6,10,DV_61000273,Onveer Deshmukh,Male,59,Gwalior,Madhya Pradesh,2023-12-12,Omnis Juice,Groceries,Britannia,255.58,1533.48,153.348,1380.132,March,Monday,Senior
OR_31008442,CS_11000237,PD_21006043,2024-06-16,22:36:48,6,0,DV_61000026,Aarnav Lal,Male,36,Kochi,Kerala,2023-06-22,Quasi Soap,Dairy,Haldirams,351.85,2111.1,0.0,2111.1,June,Sunday,Middle
OR_31008443,CS_11007700,PD_21002592,2024-06-03,23:09:37,5,10,DV_61000183,Frado Comar,Male,27,Chennai,Tamil Nadu,2023-10-06,Facere Milk,Home Care,Parle,389.57,1947.85,194.785,1753.065,June,Monday,Adult
OR_31008444,CS_11005583,PD_21004755,2024-06-19,17:32:11,9,20,DV_61000206,Anita Dhillon,Female,26,Agra,Uttar Pradesh,2023-11-08,Animi Biscuits,Snacks,Haldirams,26.83,241.47,48.294,193.176,June,Wednesday,Adult
OR_31008445,CS_11000551,PD_21008942,2024-08-20,01:06:12,9,10,DV_61000185,Faraj Hora,Male,67,Muzaffarpur,Bihar,2023-11-22,Explicabo Milk,Groceries,Britannia,993.41,8940.69,894.0690000000001,8046.621,August,Tuesday,Senior
OR_31008446,CS_11009355,PD_21004243,2024-07-11,08:17:43,8,0,DV_61000111,Yatin Keer,Female,20,Ahmedabad,Gujarat,2024-07-21,Officiis Juice,Snacks,Amul,649.99,5199.92,0.0,5199.92,July,Thursday,Young
OR_31008447,CS_11006753,PD_21003103,2025-02-24,10:32:50,2,10,DV_61000050,Umang Sem,Male,62,Sambalpur,Odisha,2024-01-01,Odio Milk,Snacks,Parle,385.52,771.04,77.104,693.9359999999999,February,Monday,Senior
OR_31008448,CS_11004769,PD_21009972,2024-11-17,07:43:07,9,10,DV_61000249,Gopal Chanda,Female,31,Siliguri,West Bengal,2024-10-08,Quam Soap,Beverages,Britannia,532.84,4795.56,479.556,4316.004000000001,November,Sunday,Adult
OR_31008449,CS_11006053,PD_21007672,2024-06-21,18:19:10,7,20,DV_61000140,Amrita Mahal,Male,41,Bhavnagar,Gujarat,2023-04-13,Repellendus Soap,Groceries,Dabur,230.29,1612.03,322.406,1289.624,June,Friday,Middle
OR_31008450,CS_11003805,PD_21008224,2024-03-17,22:22:00,7,0,DV_61000081,Ranbir Krishna,Male,46,Darbhanga,Bihar,2024-03-12,Laboriosam Juice,Personal Care,Haldirams,988.12,6916.84,0.0,6916.84,March,Sunday,Middle
OR_31008451,CS_11005870,PD_21009741,2025-02-20,15:15:21,4,0,DV_61000247,Ekbal Joshi,Female,20,Tezpur,Assam,2023-03-22,Harum Shampoo,Beverages,Haldirams,472.4,1889.6,0.0,1889.6,February,Thursday,Young
OR_31008452,CS_11007396,PD_21001882,2025-02-27,11:14:20,10,15,DV_61000286,Balveer Sami,Female,52,Karnal,Haryana,2023-09-10,Sunt Shampoo,Snacks,Britannia,729.25,7292.5,1093.875,6198.625,February,Thursday,Senior
OR_31008453,CS_11008459,PD_21009129,2024-07-19,22:01:29,7,20,DV_61000234,Ishita Bora,Female,57,Darbhanga,Bihar,2023-03-09,Quam Soap,Groceries,Nestle,683.54,4784.78,956.9559999999999,3827.824,July,Friday,Senior
OR_31008454,CS_11004431,PD_21009652,2024-09-17,12:26:23,6,15,DV_61000023,Hemang Bhat,Male,36,Karimnagar,Telangana,2023-11-26,Eveniet Milk,Personal Care,Parle,546.45,3278.7,491.8050000000001,2786.895,September,Tuesday,Middle
OR_31008455,CS_11007460,PD_21001791,2024-12-08,23:39:29,4,10,DV_61000004,Ganga Roy,Male,22,Nellore,Andhra Pradesh,2024-10-19,Saepe Shampoo,Home Care,Haldirams,604.37,2417.48,241.748,2175.732,December,Sunday,Young
OR_31008456,CS_11002104,PD_21004839,2025-01-16,21:23:23,6,0,DV_61000099,Abha Bansal,Female,23,Amritsar,Punjab,2023-04-13,Laudantium Juice,Beverages,Amul,680.09,4080.54,0.0,4080.54,January,Thursday,Young
OR_31008457,CS_11008387,PD_21008245,2024-07-10,02:44:09,7,20,DV_61000190,Gagan Prabhu,Female,63,Cuttack,Odisha,2023-10-30,Nulla Biscuits,Groceries,Haldirams,216.95,1518.65,303.73,1214.92,July,Wednesday,Senior
OR_31008458,CS_11002651,PD_21002656,2024-08-03,12:23:42,5,0,DV_61000025,Falan Loyal,Female,35,Lucknow,Uttar Pradesh,2023-09-11,At Soap,Home Care,Haldirams,892.08,4460.400000000001,0.0,4460.400000000001,August,Saturday,Adult
OR_31008459,CS_11008031,PD_21000838,2024-08-23,09:00:12,10,0,DV_61000025,Eshana Johal,Male,51,Ludhiana,Punjab,2025-02-11,Architecto Milk,Personal Care,Nestle,195.77,1957.7,0.0,1957.7,August,Friday,Senior
OR_31008460,CS_11009534,PD_21006982,2024-06-29,06:13:43,9,20,DV_61000088,Aditya Soni,Female,42,Rajkot,Gujarat,2024-03-28,Dignissimos Shampoo,Snacks,Dabur,299.62,2696.58,539.316,2157.264,June,Saturday,Middle
OR_31008461,CS_11008819,PD_21009179,2024-03-13,11:05:08,10,10,DV_61000178,Yochana Cherian,Female,26,Durg,Chhattisgarh,2023-06-04,Enim Milk,Snacks,Britannia,102.19,1021.9,102.19,919.71,March,Wednesday,Adult
OR_31008462,CS_11002951,PD_21005290,2025-02-04,01:27:48,9,10,DV_61000087,Henry Kulkarni,Female,69,Ambala,Haryana,2024-10-31,Dicta Juice,Personal Care,Amul,414.08,3726.72,372.672,3354.048,February,Tuesday,Senior
OR_31008463,CS_11001082,PD_21002336,2024-05-17,01:02:46,5,0,DV_61000293,Panini Kala,Female,33,Kanpur,Uttar Pradesh,2023-06-24,Illo Juice,Home Care,Parle,750.52,3752.6,0.0,3752.6,May,Friday,Adult
OR_31008464,CS_11008094,PD_21009433,2025-01-24,12:16:50,9,0,DV_61000063,Gaurang Trivedi,Female,42,Jodhpur,Rajasthan,2024-05-19,Suscipit Biscuits,Dairy,Amul,569.11,5121.99,0.0,5121.99,January,Friday,Middle
OR_31008465,CS_11006159,PD_21001221,2024-11-30,06:44:22,6,20,DV_61000136,Chanakya Dyal,Female,25,Guwahati,Assam,2023-07-19,Rem Juice,Home Care,Nestle,494.59,2967.54,593.508,2374.032,November,Saturday,Young
OR_31008466,CS_11006001,PD_21008173,2024-04-06,14:46:18,9,20,DV_61000075,Jalsa Shankar,Female,51,Jorhat,Assam,2023-04-13,Fugit Milk,Groceries,Parle,139.74,1257.66,251.532,1006.128,April,Saturday,Senior
OR_31008467,CS_11004386,PD_21009483,2024-11-09,22:13:22,8,15,DV_61000168,Falak Bera,Female,68,Mumbai,Maharashtra,2024-05-16,Perferendis Milk,Snacks,Parle,497.11,3976.88,596.532,3380.348,November,Saturday,Senior
OR_31008468,CS_11001171,PD_21006427,2024-06-30,17:01:22,7,0,DV_61000220,Owen Dhaliwal,Female,44,Patiala,Punjab,2023-11-22,Vel Soap,Home Care,Nestle,361.88,2533.16,0.0,2533.16,June,Sunday,Middle
OR_31008469,CS_11004289,PD_21005530,2024-08-16,14:01:22,3,15,DV_61000108,Gautam Oza,Female,51,Gurgaon,Haryana,2023-07-06,Velit Soap,Snacks,Parle,691.04,2073.12,310.968,1762.152,August,Friday,Senior
OR_31008470,CS_11006269,PD_21004504,2024-07-07,01:08:17,4,0,DV_61000297,Manbir Dugar,Male,54,Nashik,Maharashtra,2024-08-26,Expedita Milk,Snacks,Haldirams,639.7,2558.8,0.0,2558.8,July,Sunday,Senior
OR_31008471,CS_11000560,PD_21005140,2025-02-15,09:11:28,10,10,DV_61000285,Urmi Deol,Male,53,Balasore,Odisha,2024-07-03,Neque Juice,Personal Care,Amul,381.16,3811.6,381.16,3430.440000000001,February,Saturday,Senior
OR_31008472,CS_11008366,PD_21007754,2024-07-17,03:19:48,5,10,DV_61000152,Vasatika Pradhan,Female,51,Bhopal,Madhya Pradesh,2023-05-23,Sapiente Soap,Home Care,Parle,236.71,1183.55,118.355,1065.195,July,Wednesday,Senior
OR_31008473,CS_11003917,PD_21001384,2024-11-08,22:15:18,7,10,DV_61000287,Arin Nair,Female,29,Ajmer,Rajasthan,2023-07-14,Enim Soap,Snacks,Dabur,765.69,5359.83,535.9830000000001,4823.847,November,Friday,Adult
OR_31008474,CS_11007900,PD_21008146,2025-02-06,13:34:59,2,10,DV_61000024,Samuel Talwar,Male,45,Madurai,Tamil Nadu,2024-01-11,Minus Milk,Beverages,Parle,573.13,1146.26,114.626,1031.634,February,Thursday,Middle
OR_31008475,CS_11004303,PD_21005397,2025-01-05,13:31:27,1,0,DV_61000008,Priya Samra,Female,46,Faridabad,Haryana,2024-07-24,Aperiam Juice,Beverages,Nestle,641.42,641.42,0.0,641.42,January,Sunday,Middle
OR_31008476,CS_11003868,PD_21001737,2024-12-01,02:33:55,4,20,DV_61000243,Yamini Kohli,Male,51,Faridabad,Haryana,2024-08-13,Rem Juice,Personal Care,Dabur,758.42,3033.68,606.736,2426.944,December,Sunday,Senior
OR_31008477,CS_11009068,PD_21003172,2025-02-06,11:03:50,1,0,DV_61000294,Alka Varma,Female,60,Karnal,Haryana,2024-01-14,Maiores Juice,Home Care,Dabur,158.26,158.26,0.0,158.26,February,Thursday,Senior
OR_31008478,CS_11005517,PD_21000876,2024-03-11,22:34:56,1,0,DV_61000229,Niharika Ghose,Male,20,Patna,Bihar,2024-07-07,Dolores Juice,Snacks,Britannia,330.6,330.6,0.0,330.6,March,Monday,Young
OR_31008479,CS_11001379,PD_21005229,2025-01-28,21:47:05,3,10,DV_61000183,Jalsa Jhaveri,Female,50,Guwahati,Assam,2024-01-21,Impedit Milk,Snacks,Amul,177.46,532.38,53.238,479.142,January,Tuesday,Middle
OR_31008480,CS_11008506,PD_21004306,2024-10-13,21:46:34,2,20,DV_61000027,Rajeshri Halder,Male,52,Bokaro,Jharkhand,2023-08-25,Vitae Soap,Personal Care,Dabur,949.03,1898.06,379.612,1518.448,October,Sunday,Senior
OR_31008481,CS_11002747,PD_21002577,2024-03-19,12:15:53,5,10,DV_61000194,Azad Sinha,Female,22,Rourkela,Odisha,2024-02-06,Quaerat Juice,Beverages,Haldirams,74.87,374.35,37.435,336.915,March,Tuesday,Young
OR_31008482,CS_11008713,PD_21001309,2025-02-28,02:16:17,8,0,DV_61000075,Leela Kale,Female,56,Aurangabad,Maharashtra,2024-12-08,Magni Soap,Home Care,Haldirams,158.52,1268.16,0.0,1268.16,February,Friday,Senior
OR_31008483,CS_11009199,PD_21007632,2024-11-03,12:54:58,8,10,DV_61000067,Raghav Gara,Male,52,Bhagalpur,Bihar,2023-07-12,Vitae Juice,Beverages,Nestle,585.37,4682.96,468.296,4214.664,November,Sunday,Senior
OR_31008484,CS_11001156,PD_21009408,2024-09-16,14:31:20,4,10,DV_61000042,Jonathan Pau,Female,47,Tirupati,Andhra Pradesh,2023-04-28,Officiis Biscuits,Home Care,Britannia,233.45,933.8,93.38,840.42,September,Monday,Middle
OR_31008485,CS_11004668,PD_21004455,2024-11-18,13:52:09,5,20,DV_61000150,Yoshita Tripathi,Male,18,Darbhanga,Bihar,2025-01-29,Perspiciatis Biscuits,Beverages,Nestle,316.93,1584.65,316.93,1267.72,November,Monday,Teen
OR_31008486,CS_11000867,PD_21004411,2025-03-06,23:41:33,5,15,DV_61000074,Chakrika Swaminathan,Male,45,Siliguri,West Bengal,2024-12-31,Fuga Milk,Personal Care,Dabur,960.9,4804.5,720.675,4083.825,March,Thursday,Middle
OR_31008487,CS_11002197,PD_21000122,2024-07-28,08:40:22,4,20,DV_61000053,Yoshita Narayan,Male,51,Hyderabad,Telangana,2023-12-22,Enim Biscuits,Beverages,Nestle,112.03,448.12,89.624,358.496,July,Sunday,Senior
OR_31008488,CS_11003238,PD_21009302,2024-11-17,12:45:21,7,0,DV_61000287,Laban Misra,Male,62,Ludhiana,Punjab,2024-12-09,Accusamus Shampoo,Home Care,Haldirams,886.17,6203.19,0.0,6203.19,November,Sunday,Senior
OR_31008489,CS_11005399,PD_21002153,2024-05-14,06:59:06,3,0,DV_61000138,Yashodhara Sastry,Male,23,Patna,Bihar,2024-01-15,Assumenda Shampoo,Dairy,Dabur,855.76,2567.28,0.0,2567.28,May,Tuesday,Young
OR_31008490,CS_11007718,PD_21000877,2024-04-28,06:06:59,2,20,DV_61000154,Yatan Gandhi,Female,44,Meerut,Uttar Pradesh,2024-08-31,Quibusdam Biscuits,Groceries,Dabur,527.65,1055.3,211.06,844.24,April,Sunday,Middle
OR_31008491,CS_11002975,PD_21003614,2024-06-10,01:36:41,1,0,DV_61000009,Girish Sodhi,Male,66,Ludhiana,Punjab,2024-08-25,Ducimus Biscuits,Personal Care,Dabur,677.74,677.74,0.0,677.74,June,Monday,Senior
OR_31008492,CS_11003935,PD_21008461,2025-01-14,02:56:31,5,10,DV_61000228,Abdul Chaudhry,Male,53,Patna,Bihar,2023-07-22,Doloremque Milk,Home Care,Parle,320.66,1603.3,160.33,1442.97,January,Tuesday,Senior
OR_31008493,CS_11007491,PD_21007038,2024-10-13,04:51:49,6,15,DV_61000275,Ucchal Dar,Male,43,Amritsar,Punjab,2025-01-23,A Shampoo,Groceries,Parle,186.62,1119.72,167.958,951.7620000000001,October,Sunday,Middle
OR_31008494,CS_11008223,PD_21008610,2025-02-24,12:56:01,4,15,DV_61000157,Darsh Mital,Female,57,Nagpur,Maharashtra,2024-10-26,A Biscuits,Snacks,Haldirams,941.1,3764.4,564.66,3199.74,February,Monday,Senior
OR_31008495,CS_11005529,PD_21002364,2024-04-17,06:36:43,10,0,DV_61000277,Yashica Pradhan,Female,29,Visakhapatnam,Andhra Pradesh,2023-08-09,Porro Milk,Dairy,Nestle,607.05,6070.5,0.0,6070.5,April,Wednesday,Adult
OR_31008496,CS_11005711,PD_21009158,2024-09-08,10:04:02,5,20,DV_61000153,Radha Sastry,Male,19,Kochi,Kerala,2023-07-20,Iure Shampoo,Dairy,Parle,134.81,674.05,134.81,539.24,September,Sunday,Young
OR_31008497,CS_11008870,PD_21001323,2024-06-28,22:33:31,9,10,DV_61000033,Niharika Bath,Male,49,Gwalior,Madhya Pradesh,2023-05-05,Quisquam Biscuits,Personal Care,Dabur,565.6,5090.400000000001,509.0400000000001,4581.360000000001,June,Friday,Middle
OR_31008498,CS_11008769,PD_21002032,2024-04-29,07:03:17,8,10,DV_61000176,Ubika Agate,Male,33,Nellore,Andhra Pradesh,2023-12-17,Cum Juice,Snacks,Haldirams,527.2,4217.6,421.76,3795.84,April,Monday,Adult
OR_31008499,CS_11009650,PD_21005122,2024-06-09,21:15:05,5,20,DV_61000029,Yash Pradhan,Male,44,Warangal,Telangana,2024-07-09,Mollitia Soap,Groceries,Haldirams,976.21,4881.05,976.21,3904.84,June,Sunday,Middle
OR_31008500,CS_11001390,PD_21001997,2024-09-05,07:17:04,10,10,DV_61000074,Hemangini Borde,Male,70,Salem,Tamil Nadu,2025-02-06,Itaque Shampoo,Snacks,Dabur,976.35,9763.5,976.35,8787.15,September,Thursday,Senior
